trick_name,source,claimed_formula_or_description,claimed_add,reason_not_in_ifpa_dictionary,status,next_step
Assassin,passback,Pixie Ducking far Mirage,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Atom Bomb,passback,"Flailing far Symp. Mirage, Full Symp. Atomsmasher",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Badger,passback,Symp. Butterfly Swirl,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Bedwetter,passback,Stepping far Eggbeater,3,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Big Apple,passback,"Spinning near Symp. Torque, Symp. Mobius",1,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Big Applesauce,passback,Spinning far Miraging Symp. Torque,2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Big Orange,passback,"Spinning near Symp. Flux, Rev. Big Apple",1,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Blackula,passback,"Toe near Symp. Double Down, Symp DOD",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Bladerunner,passback,Atomic far Eggbeater,3,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Blaze,passback,Whirling far Mirage,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Bling Blang,passback,(uptime) Whirling near Whip,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Blink,passback,(downtime) Twisting near Toe,1,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Blizzard,passback,Stepping far Illusion,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Blurrage,passback,Stepping far Barrage,3,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Blurrier,passback,Stepping near Double Down,3,not enough evidence,missing_insufficient_evidence,leave_or_pill
Blurtigo,passback,Stepping Ducking far Drifter,2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Cardinal Swirl,passback,triple-dex Swirl,3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Chainsaw Massacre,passback,"(downtime) Illusioning Symp. Illusioning Legover, (downtime) Illusioning Symp. Eggbeater",3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Cheese Processor,passback,Surging Ducking far Blender,2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Cloud,passback,"Calf Stall w/ leg in ""Whirl"" position",,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Clownface,passback,Barraging far Eggbeater,4,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Cold Fusion,passback,"Nuclear far Double Down, Pdx. Fusion",3,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Colossus,passback,Spinning Diving near Symp. Whirl,1,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Creature,passback,(downtime) Miraging Symp. Illusion,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Darkwalk,passback,Pixie Diving near Butterfly,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
DATW/Double ATW,passback,double-dex ATW,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
DDD/Down Double Down,passback,Clipper near Double Down,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Delusion,passback,double-dex Illusion,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Dimmier,passback,Pixie near Double Down,3,not enough evidence,missing_insufficient_evidence,leave_or_pill
Dimmiest,passback,Pixie far Double Down,3,not enough evidence,missing_insufficient_evidence,leave_or_pill
"DLO (""dee-ell-oh"")",passback,(downtime) Miraging far Legover,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
DOD/Double Over Down,passback,Toe near Double Down,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Dolomite,passback,Toe far Symp. Double Down,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Double Down,passback,double-dex Butterfly,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Dragon,passback,Xbd Outside Stall,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
DSO,passback,double-dex Legover,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
E-Walk,passback,Frantic op Butterfly,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Ego,passback,Atomic far Blender,2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Enterrage,passback,"Terraging Legover, (midtime) Toe near Flurry",3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Fairy (archaic),passback,Midtime Toe near Illusion,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Fairy Beater,passback,Fairy far Butterfly,2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Fear,passback,Fairy far Mirage,2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Fission,passback,Barraging far Illusion,3,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Flare,passback,Symp. Whirling far Mirage,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Flurricane,passback,Gyro Flurry,3,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Flux,passback,(downtime) Illusioning far Osis,1,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Frankenstein,passback,"Fairy near Swirling near Swirl, Phasing near Swirl, Fairy Ripstein",3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Fudge,passback,Fairy far Illusion,2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Gangsta Party,passback,Spinning Ducking far Blender,1,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Gary Coleman,passback,"BS Reactor, Atomic far Symp. Whirl",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
"GDLO (""gee-dee-ell-oh"")",passback,Gyro DLO,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Genesis,passback,Barraging far Whirl,3,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Ghost,passback,Whirling Rake,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Golden Shower,passback,Stepping Ducking far Symp. Eggbeater,3,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Goliath,passback,"Pixie Ducking far DLO, Alpine Smog",3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Green Eggs and Ham,passback,Stepping Ducking far Swivel,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Grifter,passback,(downtime) Illusioning far Clipper,1,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
GYBAS/Grab Your Balls and Squeeze,passback,Stepping far Dyno,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Heart,passback,Frantic far Double Down Swirl,5,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Icarus,passback,Atomic Ducking far Torque,2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Id,passback,"Atomic Ducking far Double Down, Alpine Fusion",,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Irish Cream,passback,"Atomic Gyro Torque, Tapping Mobius",2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Jackknife,passback,"Stepping Diving ss Butterfly, Alpine Sidewalk",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
"Janiwalker (""johnny walker"")",passback,Barraging far Butterfly,3,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Johnny Vodka,passback,Pixie Mobius,,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Kilo,passback,Miraging Kilo,3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
King Koopa,passback,"Spinning Ducking far Symp.Torque, Alpine Super Mario",1,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Kiwi,passback,Tapping Double Down,,not enough evidence,missing_insufficient_evidence,leave_or_pill
Lawn Moir,passback,Slicing far Butterfly,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Legbreaker,passback,"Flailing far Butterfly, Symp. Atomic far Butterfly",2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Leviathon,passback,Stepping Ducking far Double Down,3,not enough evidence,missing_insufficient_evidence,leave_or_pill
Locomotion,passback,Stepping far Motion,3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Maelstrom,passback,"Spinning Ducking far Whirl, Alpine Spinning Whirl, Spinning Tomahawk",1,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Mama Curve,passback,(downtime) Illusioning far Symp. Butterfly,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Mantis,passback,Spinning near Eggbeater,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Massacre,passback,(downtime) Illusioning Flail,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Merlin,passback,(downtime) Miraging Symp.Mirage,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Moby Dick,passback,"Mobiusscrew, Gyro Torquescrew",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Mofly,passback,(downtime) Miraging far Symp. Double Down,3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Monster,passback,Symp. Swirling Gyro Inside,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Morpheus,passback,"Spinning Ducking far Drifter, Alpine Void",1,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Mortal Kombat,passback,Stepping Ducking far Grifter,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Motion,passback,Double Down near Osis,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Motion Sickness,passback,Spinning far Motion,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Motorfly,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Nallegam,passback,Fairy near Pickup,2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Nebula,passback,Barraging far DLO,4,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Nemosis,passback,"Barraging far Motion, Nemesis Osis",4,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Nova,passback,Symp. DLO,,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Pandemonium,passback,"Pixie far Symp. Eggbeater, BS Pigbeater",3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Pandora's Box,passback,Gyro Pickup,1,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Paratoxic,passback,Pdx. Toxic,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Phobia,passback,"Fairy Mobius, Fairy Gyro Torque",2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Pixie (archaic),passback,Midtime Toe near Mirage,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
POD,passback,"Pixie DOD, Pixie near Double Down",3,formula unclear,missing_insufficient_evidence,curator_review
Porque,passback,Pixie Torque,2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Predator,passback,Atomic far DLO,3,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Quark,passback,Quantum far Torque,2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Rage,passback,"BS Fury, (uptime) Baragging far Symp. Mirage",3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Rake,passback,Toe Stall dragged from Xbd position,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Reactor,passback,Atomic far Whirl,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Revstein,passback,double-dex Twist,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Ripcurl,passback,"Stepping near Butterfly Swirl, Sidewalk Swirl",2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Ripped Warrior,passback,"Stepping Ducking Butterfly, Alpine Ripwalk",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Riptide,passback,"Stepping far Butterfly Swirl, Ripwalk Swirl",2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Rotor,passback,(downtime) Swirling Gyro Inside Stall,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Schmoe,passback,Stepping near Legover,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Scorpion's Tail,passback,Spinning far Double Down,2,not enough evidence,missing_insufficient_evidence,leave_or_pill
Shaft,passback,"Clipper near Symp. Double Down, Symp. DDD",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Shooting Star,passback,"Shooting far Double Down, Pogo Nuclear far Double Down",4,not enough evidence,missing_insufficient_evidence,leave_or_pill
Sidewinder,passback,"Fairy Spinning near Barraging far Buterfly, Fairy Gyro Janiwalker",4,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Skullsmasher,passback,"Atomic Ducking far Mirage, Alpine Atomsmasher",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Slapdown,passback,Quantum near Butterfly,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Snowflake,passback,Drifter Rake,1,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Spanishfly,passback,Clipper Ducking far Double Down,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Spikehammer,passback,Stepping Ducking Mirage,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Sunilwalk,passback,Barraging near Butterfly,3,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Super Ego,passback,Atomic Ducking Blender,2,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Super Mario,passback,"Spinning far Symp. Torque, Symp. Marius",1,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Superdeeduperfly,passback,"Spinning Ducking Superfly, Alpine Superduperfly",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Superduperfly,passback,Spinning Superfly,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Swifter,passback,Stepping far Swirl,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Swirlwind,passback,"Spinning far Symp. Whirling Swirl, Whirlwind Swirl",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Swivel,passback,Symp. Twirl,1,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
TATW/Triple ATW,passback,triple-dex ATW,3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Terrawhirl,passback,"Toe midtime near Whirr, Terraging near Clipper",,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Tobius,passback,"Toe Mobius, Toe Spinning near Torque",1,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Torch-R-Rack,passback,"Stepping far Symp. Double Down, BS Blurriest",3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Torquescrew,passback,"Torque Dyno, (downtime) Miraging Dyno",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Toxic,passback,(downtime) Miraging far Symp. Whirl,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Triage,passback,triple-dex Mirage,3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Trifly,passback,Clipper far triple-dex Butterfly,3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Triple Switch,passback,triple-dex Legover,3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Trixie,passback,"(midtime) Toe near Triage, triple-dex ""Pixie""",3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
TSO,passback,triple-dex Legover,3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Twirl,passback,(downtime) Twisting near Osis,1,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Twist,passback,Rev. Swirl,1,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Vertigo,passback,Clipper Ducking far Drifter,1,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Void,passback,Spinning far Drifter,1,awaiting Red/SME confirmation,missing_needs_red,queue_post_red
Voodoo,passback,"Clipper far (downtime) Miraging Symp. Mirage, Pdx. Merlin",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Walkover,passback,"Inside Stall>place foot on ground>step over into Clipper, or reverse direction",,curator review needed,missing_needs_curator,curator_review
Warp,passback,"Warping Mirage, (uptime) Symp. Illusioning Illusioning Mirage, (uptime) Symp. Eggbeating Mirage",3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Wauxspin,passback,Butterfly Gyro Toe,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Whale Tail,passback,Gryo DLO,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
What!?,passback,"Butterfly Symp. Twisting near Toe, Butterfly Symp. Blink",2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Whirlwalk,passback,Whirling far Whirl,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Whirlygig,passback,Stepping far Symp. Whirl,2,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Whirr,passback,double-dex Whirl,2,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Wrap,passback,"Inside Stall moved to Clipper Stall, or reverse direction",,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Your Mom,passback,"Atomic far Symp. Double Down, BS Fusion",3,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Your Sister,passback,Full Symp Kiwi,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
>,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Atomic DSO,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Bladerunner,passback,Atomic Eggbeater,,covered under different canonical name pending curator review,missing_safe_to_add,curator_review_for_addition
Contact,passback,,,formula unclear,missing_insufficient_evidence,curator_review
"Dex, Dexterity",passback,,,formula unclear,missing_insufficient_evidence,curator_review
Double Orbit,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Double Pickup,passback,,,formula unclear,missing_insufficient_evidence,curator_review
DSO,passback,Double Switchover,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Fairy Eggbeater,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Fairy Legover,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Fairy ss Legover,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Flip side,passback,flip,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
"Gyro, Spinning, Spinning Gyro, Double Spinning",passback,,,formula unclear,missing_insufficient_evidence,curator_review
In(-Out) Dex,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Nagellam,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Out(-In) Dex,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Paradon Swirl,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Pixie DSO,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Pixie op Toe,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Pixie ss Mirage,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Pixie ss Pickup,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Smear>Fairy ss [Legover/Pickup],passback,,,formula unclear,missing_insufficient_evidence,curator_review
Strong side,passback,strong,,parser cannot safely represent yet,missing_insufficient_evidence,curator_review
Toe ss Symp Swirl,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Triple ATW,passback,,,formula unclear,missing_insufficient_evidence,curator_review
Triple Orbit,passback,,,formula unclear,missing_insufficient_evidence,curator_review
