name,section,current_bucket,primary,flags,next_action,rationale,provisional_add,decomposition
Surging Ducking Paradox Symposium Whirling Rake,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,8,spinning(+1) + whirling(+1) + stepping(+1) + ducking(+1) + paradox(+1) + symposium(+1) + rake(2) = 8
Surging Ducking Paradox Torque,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,8,spinning(+1) + stepping(+1) + ducking(+1) + paradox(+1) + torque(4) = 8
Surging Ducking Torque,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,7,spinning(+1) + stepping(+1) + ducking(+1) + torque(4) = 7
Surging Ducking far Blender,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,7,spinning(+1) + stepping(+1) + ducking(+1) + blender(4) = 7
Surging Legover,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,spinning(+1) + stepping(+1) + legover(2) = 4
Surging Paradox Blender,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,7,spinning(+1) + stepping(+1) + paradox(+1) + blender(4) = 7
Surging far Mirage,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|verification_needed,Author notation; verify far X-Dex +1 on receiver base,settled; far+receiver fires X-Dex (+1) — value to verify in decomposition,4,spinning(+1) + stepping(+1) + mirage(2) = 4
Surging far Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant|verification_needed,Author notation; verify far X-Dex +1 on receiver base,settled; far+receiver fires X-Dex (+1) — value to verify in decomposition,5,spinning(+1) + stepping(+1) + whirl(3) = 5
Surging ss Osis,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,5,spinning(+1) + stepping(+1) + osis(3) = 5
Swirling Reverse Swirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,swirling(+1) + swirl(3) = 4
Symposium Reverse Swirling Pickup,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,swirling(+1) + symposium(+1) + pickup(2) = 4
Symposium Reverse Whirling Swirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,5,whirling(+1) + symposium(+1) + swirl(3) = 5
Toe Ducking Legover,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,ducking(+1) + legover(2) = 3
Toe Gyro Mirage,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,3,gyro(+1) + mirage(2) = 3
Toe Spinning near Torque,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,5,spinning(+1) + torque(4) = 5
Toe Whirling Swirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,whirling(+1) + swirl(3) = 4
Toe ss Symp Swirl,ready,Awaiting Ruling (ready),Ready for Authoring,positional_variant,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,symposium(+1) + swirl(3) = 4
Whirling Gyro Mirage,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,whirling(+1) + gyro(+1) + mirage(2) = 4
Whirling Reverse Whirl,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,whirling(+1) + whirl(3) = 4
Whirling pdx Mirage,ready,Awaiting Ruling (ready),Ready for Authoring,,Promote: notation + promote to red_additions,settled operators; decomposition + ADD already derived,4,whirling(+1) + paradox(+1) + mirage(2) = 4
