canonical_name,adds,base_trick,category,aliases,modifier_links,description,review_status,is_active,review_note
ducking paradox torque,6,torque,compound,,ducking|paradox,Ducking + paradox on torque base. 6 ADD = ducking(+1) + paradox(+1) + torque(4); JOB CLIP > DUCK [BOD] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL]. Ducking-paradox chassis (from ducking-paradox-mirage) + torque's back-spin + cross-body clipper terminal. Source-named 'Ducking Pdx Torque' (PassBack); slug normalized to paradox per SKILL.md §B.3.,expert_reviewed,1,W9g blender-torque 2026-05-27: ducking-paradox-mirage chassis + torque's back-spin + cross-body clipper terminal. 6 brackets matches 6 ADD.
ducking paradox symposium mirage,5,mirage,compound,,ducking|paradox|symposium,Ducking + paradox + symposium on mirage base. 5 ADD = ducking(+1) + paradox(+1) + symposium(+1) + mirage(2); JOB CLIP > DUCK [BOD] > (no plant while) OP IN [PDX] [BOD] [DEX] > OP TOE [DEL]. Chassis: stepping-ducking-paradox-symposium-whirl canonical (strip stepping; swap whirl terminal for mirage's OP TOE).,expert_reviewed,1,W9h paradox-symposium 2026-05-27: stepping-ducking-paradox-symposium-whirl chassis (strip stepping) + mirage terminal. 5 brackets matches 5 ADD.
ducking paradox symposium illusion,5,illusion,compound,,ducking|paradox|symposium,Ducking + paradox + symposium on illusion base. 5 ADD = ducking(+1) + paradox(+1) + symposium(+1) + illusion(2); JOB CLIP > DUCK [BOD] > (no plant while) OP OUT [PDX] [BOD] [DEX] > OP TOE [DEL]. Chassis: ducking-paradox-symposium-mirage with OP IN flipped to OP OUT (illusion's outward-dex direction).,expert_reviewed,1,W9h paradox-symposium 2026-05-27: ducking-paradox-symposium chassis + illusion's OUT direction + OP TOE terminal. 5 brackets matches 5 ADD.
ducking paradox symposium whirl,6,whirl,compound,,ducking|paradox|symposium,Ducking + paradox + symposium on whirl base. 6 ADD = ducking(+1) + paradox(+1) + symposium(+1) + whirl(3); JOB CLIP > DUCK [BOD] > (no plant while) OP IN [PDX] [BOD] [DEX] > OP CLIP [XBD] [DEL]. Chassis: stepping-ducking-paradox-symposium-whirl canonical (strip leading stepping [DEX]).,expert_reviewed,1,W9h paradox-symposium 2026-05-27: stepping-ducking-paradox-symposium-whirl canonical chassis with stepping prefix stripped. 6 brackets matches 6 ADD.
spinning paradox symposium whirl,6,whirl,compound,,spinning|paradox|symposium,Spinning + paradox + symposium on whirl base. 6 ADD = spinning(+1) + paradox(+1) + symposium(+1) + whirl(3); JOB CLIP > (back) SPIN [BOD] > (no plant while) OP IN [PDX] [BOD] [DEX] > OP CLIP [XBD] [DEL]. Chassis: ducking-paradox-symposium-whirl with DUCK [BOD] swapped for (back) SPIN [BOD].,expert_reviewed,1,W9h paradox-symposium 2026-05-27: ducking-paradox-symposium-whirl chassis with spinning's back-spin replacing duck. 6 brackets matches 6 ADD.
spinning ducking paradox mirage,5,mirage,compound,,spinning|ducking|paradox,Spinning + ducking + paradox on mirage base. 5 ADD = spinning(+1) + ducking(+1) + paradox(+1) + mirage(2); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP IN [PDX] [DEX] > OP TOE [DEL]. Chassis: spinning-paradox-mirage canonical (4 ADD) with DUCK [BOD] inserted between spin and paradox-dex.,expert_reviewed,1,W9h paradox-symposium 2026-05-27: spinning-paradox-mirage chassis + ducking insertion between back-spin and paradox-dex. 5 brackets matches 5 ADD.
spinning ducking paradox whirl,6,whirl,compound,,spinning|ducking|paradox,Spinning + ducking + paradox on whirl base. 6 ADD = spinning(+1) + ducking(+1) + paradox(+1) + whirl(3); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP IN [PDX] [DEX] > OP CLIP [XBD] [DEL]. Chassis: W9h spinning-ducking-paradox-mirage chassis with whirl's cross-body clipper terminal.,expert_reviewed,1,W9i multi-modifier 2026-05-27: spinning-ducking-paradox-mirage chassis (W9h) + whirl cross-body clipper terminal. 6 brackets matches 6 ADD.
spinning ducking paradox drifter,6,drifter,compound,,spinning|ducking|paradox,Spinning + ducking + paradox on drifter base. 6 ADD = spinning(+1) + ducking(+1) + paradox(+1) + drifter(3); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP IN [PDX] [DEX] > SAME CLIP [XBD] [DEL]. Chassis: W9h spinning-ducking-paradox-mirage chassis with drifter's same-side cross-body clipper terminal.,expert_reviewed,1,W9i multi-modifier 2026-05-27: spinning-ducking-paradox-mirage chassis (W9h) + drifter same-side cross-body clipper terminal. 6 brackets matches 6 ADD.
spinning ducking paradox blender,7,blender,compound,,spinning|ducking|paradox,Spinning + ducking + paradox on blender base. 7 ADD = spinning(+1) + ducking(+1) + paradox(+1) + blender(4); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]. Chassis: W9h spinning-ducking-paradox-mirage chassis + blender's back-spin + same-side cross-body clipper terminal. Triple-[BOD] sequence.,expert_reviewed,1,W9i multi-modifier 2026-05-27: spinning-ducking-paradox chassis + blender's back-spin + same-side cross-body clipper. Triple-[BOD] front-of-chain. 7 brackets matches 7 ADD.
spinning ducking paradox symposium whirl,7,whirl,compound,,spinning|ducking|paradox|symposium,Spinning + ducking + paradox + symposium on whirl base. 7 ADD = spinning(+1) + ducking(+1) + paradox(+1) + symposium(+1) + whirl(3); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > (no plant while) OP IN [PDX] [BOD] [DEX] > OP CLIP [XBD] [DEL]. Chassis: W9h spinning-paradox-symposium-whirl chassis + DUCK [BOD] insertion between spinning's back-spin and the symposium no-plant event.,expert_reviewed,1,W9i multi-modifier 2026-05-27: spinning-paradox-symposium-whirl chassis (W9h) + ducking insertion. Stack=4. 7 brackets matches 7 ADD.
pixie ducking symposium mirage,5,mirage,compound,,pixie|ducking|symposium,Pixie + ducking + symposium on mirage base. 5 ADD = pixie(+1) + ducking(+1) + symposium(+1) + mirage(2); JOB TOE > SAME IN [DEX] >> DUCK [BOD] >> (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL]. Chassis: assassin (pixie-ducking-mirage canonical at 4 ADD) + symposium [BOD] no-plant injection into the inner-most dex.,expert_reviewed,1,W9i multi-modifier 2026-05-27: assassin chassis (pixie-ducking-mirage) + symposium [BOD] no-plant injection. 5 brackets matches 5 ADD.
spinning paradox double leg over,5,double-leg-over,compound,,spinning|paradox,Spinning + paradox on double-leg-over base. 5 ADD = spinning(+1) + paradox(+1) + double-leg-over(3); JOB CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL]. Chassis: spinning-paradox-mirage canonical + swap mirage terminal for DLO's two-OUT-dex chain.,expert_reviewed,1,W9j multi-modifier 2026-05-27: spinning-paradox-mirage chassis + DLO terminal. 5 brackets matches 5 ADD.
pixie ducking double leg over,5,double-leg-over,compound,,pixie|ducking,Pixie + ducking on double-leg-over base. 5 ADD = pixie(+1) + ducking(+1) + double-leg-over(3); JOB TOE > SAME IN [DEX] >> DUCK [BOD] >> OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL]. Chassis: pixie-ducking-legover canonical + swap legover terminal for DLO chain.,expert_reviewed,1,W9j multi-modifier 2026-05-27: pixie-ducking-legover chassis + DLO terminal. 5 brackets matches 5 ADD.
spinning ducking symposium double over down,7,double-over-down,compound,,spinning|ducking|symposium,Spinning + ducking + symposium on double-over-down base. 7 ADD = spinning(+1) + ducking(+1) + symposium(+1) + double-over-down(4); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL]. Chassis: spinning prefix + ducking DUCK [BOD] + symposium [BOD] no-plant on DOD's first OUT-dex + DOD's body chain. Stack=4.,expert_reviewed,1,W9j multi-modifier 2026-05-27: spinning-ducking-symposium chassis on DOD base. Triple-[BOD] front + DOD chain. 7 brackets matches 7 ADD.
spinning ducking paradox symposium mirage,6,mirage,compound,,spinning|ducking|paradox|symposium,Spinning + ducking + paradox + symposium on mirage base. 6 ADD = spinning(+1) + ducking(+1) + paradox(+1) + symposium(+1) + mirage(2); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > (no plant while) OP IN [PDX] [BOD] [DEX] > OP TOE [DEL]. Chassis: W9i spinning-ducking-paradox-symposium-whirl with mirage terminal (OP TOE [DEL]) replacing whirl's cross-body clipper. Stack=4.,expert_reviewed,1,W9j multi-modifier 2026-05-27: W9i spinning-ducking-paradox-symposium-whirl chassis + mirage OP TOE terminal. 6 brackets matches 6 ADD.
gyro ducking symposium torque,7,torque,compound,alpine-big-apple,gyro|ducking|symposium,Gyro + ducking + symposium on torque base. 7 ADD = gyro(+1) + ducking(+1) + symposium(+1) + torque(4); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > (no plant while) SAME IN [BOD] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL]. Chassis: W7c gyro-symposium-torque + DUCK [BOD] insertion between gyro's back-spin and the symposium event. Quadruple-[BOD] sequence (gyro back-spin + ducking dip + symposium body + torque back-spin).,expert_reviewed,1,W9j multi-modifier 2026-05-27: gyro-symposium-torque chassis (W7c) + ducking insertion. Quadruple-[BOD]. 7 brackets matches 7 ADD.
miraging osis,4,osis,compound,,,Miraging modifier on osis base. 4 ADD = miraging(+1) + osis(3); JOB SET > OP IN [DEX] > (back or front) SPIN [BOD] > SAME/OP CLIP [XBD] [DEL]. Chassis: miraging-eclipse precedent (OP IN [DEX] prefix per mirage's IN-direction character) + osis's back/front-spin + cross-body clipper terminal.,expert_reviewed,1,W9k miraging 2026-05-27: miraging-eclipse precedent chassis on non-jump base. 4 brackets matches 4 ADD.
miraging pickup,3,pickup,compound,,,Miraging modifier on pickup base. 3 ADD = miraging(+1) + pickup(2); JOB SET > OP IN [DEX] > OP IN [DEX] > SAME TOE [DEL]. Chassis: miraging OP IN [DEX] prefix + pickup's IN-dex + same-toe terminal.,expert_reviewed,1,W9k miraging 2026-05-27: miraging prefix chassis + pickup chain. 3 brackets matches 3 ADD.
miraging clipper,3,clipper-stall,compound,,,Miraging modifier on clipper-stall base. 3 ADD = miraging(+1) + clipper-stall(2); JOB SET > OP IN [DEX] > SAME CLIP [XBD] [DEL]. Chassis: miraging OP IN [DEX] prefix + cross-body clipper terminal.,expert_reviewed,1,W9k miraging 2026-05-27: miraging prefix chassis + clipper-stall terminal. 3 brackets matches 3 ADD.
miraging symposium mirage,4,mirage,compound,Merlin,symposium,Miraging + symposium on mirage base. 4 ADD = miraging(+1) + symposium(+1) + mirage(2); JOB SET > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL]. Chassis: miraging OP IN [DEX] prefix + symposium-mirage's no-plant body+dex chain.,expert_reviewed,1,W9k miraging 2026-05-27: miraging prefix chassis + symposium-mirage chain. 4 brackets matches 4 ADD.
miraging symposium illusion,4,illusion,compound,creature,symposium,Miraging + symposium on illusion base. 4 ADD = miraging(+1) + symposium(+1) + illusion(2); JOB SET > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL]. Chassis: miraging OP IN [DEX] prefix + symposium-illusion's no-plant OUT-direction chain (W9c).,expert_reviewed,1,W9k miraging 2026-05-27: miraging prefix chassis + symposium-illusion chain (W9c). 4 brackets matches 4 ADD.
tapping mirage,3,mirage,compound,,tapping,Tapping modifier on mirage base. 3 ADD = tapping(+1) + mirage(2); JOB TOE > OP OUT [DEX] >> OP IN [DEX] > OP TOE [DEL]. Chassis: tapping-whirl precedent (TOE entry + leading OP OUT [DEX]); mirage's IN-direction preserved on second dex.,expert_reviewed,1,W9l tapping 2026-05-27: tapping-whirl chassis precedent + mirage's IN-dex preservation. 3 brackets matches 3 ADD.
tapping osis,4,osis,compound,,tapping,Tapping modifier on osis base. 4 ADD = tapping(+1) + osis(3); JOB TOE > OP OUT [DEX] >> (back or front) SPIN [BOD] > SAME/OP CLIP [XBD] [DEL]. Chassis: tapping leading OUT-dex + osis's back/front-spin + cross-body clipper terminal.,expert_reviewed,1,W9l tapping 2026-05-27: tapping chassis + osis chain. 4 brackets matches 4 ADD.
tapping pickup,3,pickup,compound,,tapping,Tapping modifier on pickup base. 3 ADD = tapping(+1) + pickup(2); JOB TOE > OP OUT [DEX] >> OP IN [DEX] > SAME TOE [DEL]. Chassis: tapping leading OUT-dex + pickup's IN-dex + same-toe terminal.,expert_reviewed,1,W9l tapping 2026-05-27: tapping chassis + pickup chain. 3 brackets matches 3 ADD.
tapping butterfly,4,butterfly,compound,,tapping,Tapping modifier on butterfly base. 4 ADD = tapping(+1) + butterfly(3); JOB TOE > OP OUT [DEX] >> SAME OUT [DEX] > OP CLIP [XBD] [DEL]. Chassis: tapping-illusion direction-flip precedent (OP OUT → SAME OUT on second dex avoids same-direction duplication); butterfly's `SAME/OP OUT` collapses to SAME OUT branch.,expert_reviewed,1,W9l tapping 2026-05-27: tapping-illusion direction-flip precedent on butterfly base. 4 brackets matches 4 ADD.
tapping clipper,3,clipper-stall,compound,,tapping,Tapping modifier on clipper-stall base. 3 ADD = tapping(+1) + clipper-stall(2); JOB TOE > OP OUT [DEX] >> SAME CLIP [XBD] [DEL]. Chassis: tapping leading OUT-dex + cross-body clipper terminal.,expert_reviewed,1,W9l tapping 2026-05-27: tapping chassis + clipper-stall terminal. 3 brackets matches 3 ADD.
tapping leg over,3,legover,compound,,tapping,Tapping modifier on legover base. 3 ADD = tapping(+1) + legover(2); JOB TOE > OP OUT [DEX] >> SAME OUT [DEX] > SAME TOE [DEL]. Chassis: tapping-illusion direction-flip precedent (OP OUT → SAME OUT on second dex avoids duplicating tapping's OUT prefix); same-toe terminal preserved from legover.,expert_reviewed,1,W9m tapping 2026-05-27: tapping-illusion direction-flip precedent on legover. 3 brackets matches 3 ADD.
tapping eggbeater,4,eggbeater,compound,,tapping,Tapping modifier on eggbeater base. 4 ADD = tapping(+1) + eggbeater(3); JOB TOE > OP OUT [DEX] >> OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL]. Chassis: tapping prefix + eggbeater's two-OUT-dex chain + same-toe terminal. Eggbeater's `TOE >>` double-up entry character preserved.,expert_reviewed,1,W9m tapping 2026-05-27: tapping prefix + eggbeater's two-OUT-dex chain. 4 brackets matches 4 ADD.
tapping drifter,4,drifter,compound,,tapping,Tapping modifier on drifter base. 4 ADD = tapping(+1) + drifter(3); JOB TOE > OP OUT [DEX] >> OP IN [DEX] > SAME CLIP [XBD] [DEL]. Chassis: tapping-whirl precedent (preserve base's IN direction on post-tapping dex) + drifter's same-side cross-body clipper terminal.,expert_reviewed,1,W9m tapping 2026-05-27: tapping-whirl precedent + drifter terminal. 4 brackets matches 4 ADD.
tapping twirl,5,twirl,compound,,tapping,Tapping modifier on twirl base. 5 ADD = tapping(+1) + twirl(4); JOB TOE > OP OUT [DEX] >> SAME FRONT SWIRL [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL]. Chassis: tapping prefix + twirl's front-swirl + back-spin + cross-body clipper terminal.,expert_reviewed,1,W9m tapping 2026-05-27: tapping prefix + twirl chain. 5 brackets matches 5 ADD.
tapping mobius,6,mobius,compound,,tapping,Tapping modifier on mobius base. 6 ADD = tapping(+1) + mobius(5); JOB TOE > OP OUT [DEX] >> (back) SPIN [BOD] >> SAME IN [DEX] > (front) SPIN [BOD] > OP CLIP [XBD] [DEL]. Chassis: tapping prefix + mobius's gyro-torque chain (back-spin + IN-dex + front-spin + cross-body clipper terminal).,expert_reviewed,0,"Retired into irish cream: identical notation and ADD, and irish cream's row names tapping plus mobius as its primary reading. Kept as an alias of irish cream, so its URL redirects there. Canonical family stays torque, matching mobius as a torque-family compound."
tapping torque,5,torque,compound,,tapping,Tapping modifier on torque base. 5 ADD = tapping(+1) + torque(4); JOB TOE > OP OUT [DEX] >> OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL]. Chassis: tapping-whirl precedent + torque's back-spin + cross-body clipper terminal.,expert_reviewed,1,W9n tapping 2026-05-27: tapping-whirl chassis + torque chain. 5 brackets matches 5 ADD.
tapping double leg over,4,double-leg-over,compound,,tapping,Tapping modifier on double-leg-over base. 4 ADD = tapping(+1) + double-leg-over(3); JOB TOE > OP OUT [DEX] >> OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL]. Chassis: tapping-whirl precedent + DLO's IN→OUT dex sequence + same-toe terminal. Source-named 'Tapping DLO' (passback); slug normalized to double-leg-over.,expert_reviewed,1,W9n tapping 2026-05-27: tapping chassis + DLO chain. 4 brackets matches 4 ADD.
miraging dyno,5,dyno,compound,,,Miraging modifier on dyno base. 5 ADD = miraging(+1) + dyno(4); JOB SET > OP IN [DEX] > OP OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]. Chassis: W9k miraging prefix (OP IN [DEX]) + dyno's OUT-dex + back-spin + cross-body clipper terminal.,expert_reviewed,1,W9n miraging 2026-05-27: miraging prefix chassis (W9k) + dyno chain. 5 brackets matches 5 ADD.
miraging symposium eggbeater,5,eggbeater,compound,armaggedon,symposium,Miraging + symposium on eggbeater base. 5 ADD = miraging(+1) + symposium(+1) + eggbeater(3); JOB SET > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL]. Chassis: W9k miraging-symposium-mirage chassis + eggbeater's two-OUT-dex terminal (symposium [BOD] injection on first OUT-dex). Source-named 'Miraging Symp. Eggbeater' (passback); slug normalized to symposium.,expert_reviewed,1,W9n miraging 2026-05-27: W9k miraging-symposium chassis + eggbeater's two-OUT-dex chain. 5 brackets matches 5 ADD.
symposium double over down,5,double-over-down,compound,,symposium,Symposium modifier on double-over-down base. 5 ADD = symposium(+1) + double-over-down(4); JOB TOE > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL]. Chassis: W9c symposium-mirage chassis (no-plant [BOD] injection on first dex) applied to DOD's two-OUT-dex chain.,expert_reviewed,1,W9n symposium 2026-05-27: W9c symposium-mirage chassis on DOD base. 5 brackets matches 5 ADD.
miraging symposium double over down,6,double-over-down,compound,,symposium,Miraging + symposium on double-over-down base. 6 ADD = miraging(+1) + symposium(+1) + double-over-down(4); JOB SET > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL]. Chassis: W9k miraging prefix + W9n symposium-double-over-down chassis combined.,expert_reviewed,1,W9o multi-modifier 2026-05-27: W9k miraging + W9n symposium-DOD chassis. 6 brackets matches 6 ADD.
paradox symposium eggbeater,5,eggbeater,compound,,paradox|symposium,Paradox + symposium on eggbeater base. 5 ADD = paradox(+1) + symposium(+1) + eggbeater(3); JOB CLIP (plant) > (no plant while) SAME OUT [PDX] [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL]. Chassis: paradox-symposium-mirage canonical chassis with mirage terminal swapped for eggbeater's two-OUT-dex chain; direction SAME OUT per W9d paradox-eggbeater precedent.,expert_reviewed,1,W9o multi-modifier 2026-05-27: paradox-symposium-mirage chassis + eggbeater chain with SAME OUT direction. 5 brackets matches 5 ADD.
tapping symposium whirl,5,whirl,compound,,tapping|symposium,Tapping + symposium on whirl base. 5 ADD = tapping(+1) + symposium(+1) + whirl(3); JOB TOE > OP OUT [DEX] >> (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL]. Chassis: W9l tapping prefix + symposium-whirl canonical body.,expert_reviewed,1,W9o multi-modifier 2026-05-27: W9l tapping prefix + symposium-whirl chain. 5 brackets matches 5 ADD.
atomic miraging butterfly,5,butterfly,compound,,atomic,"Atomic + miraging on butterfly base. 5 ADD = atomic(+1) + miraging(+1) + butterfly(3); no X-Dex. JOB TOE > OP OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL] (5 brackets = 5 ADD). Chassis: atomic-butterfly canonical (4 ADD; atomic = +1) + miraging OP IN [DEX] injection between the atomic prefix and butterfly's OUT-dex. The notation carries no [XDEX], so no X-Dex is scored.",expert_reviewed,1,"Superseded by the 2026-06-20 X-Dex ruling: butterfly is a non-receiver and inserted modifiers do not alter receiver eligibility, so no X-Dex; 5 ADD (originally authored 6 on the now-reversed far-miraging reading)."
pixie miraging flail,5,flail,compound,,pixie,"Pixie + miraging on flail base. 5 ADD = pixie(+1) + miraging(+1) + flail(3); JOB TOE > SAME IN [DEX] > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL]. Chassis: W3 pixie prefix (TOE > SAME IN [DEX]) + W9k miraging OP IN [DEX] injection + flail's no-plant body. First DB compound stacking pixie+miraging; chassis composition is mechanical (pixie is entry-side, miraging is dex-injection, no conflict).",expert_reviewed,1,W9o multi-modifier 2026-05-27: pixie prefix + miraging injection + flail body. First pixie+miraging stack. 5 brackets matches 5 ADD.
hop over swirl,4,swirl,compound,,,"A hopping-over inside-around-the-world (swirl) delay: the support leg jumps the suspended bag while the other leg completes an inside around-the-world that ends in a clipper delay.",curated,1,footbag.org Video Moves list; 4 ADD + op_notation copied from source
double orbit,3,orbit,compound,fairy legover (ss),,Double full-orbit dex.,expert_reviewed,1,Curator-directed addition 2026-05-31: double orbit = orbit core atom (2) + one extra full-orbit dex (+1) = 3 ADD; parity with double-around-the-world / double-pickup double-* cohort. base_trick=orbit -> family=orbit via loader-19 default; JOB+op via red_corrections.
surging ducking paradox torque,8,torque,compound,,spinning|stepping|ducking|paradox,"A torque with a ducking head-duck, a paradox hip-pivot, and a body spin layered on.",expert_reviewed,1,"FootbagMoves single-source 8-ADD promotion; surging(spinning+stepping)+ducking+paradox on torque(4)=8. base_trick=torque so family=torque via loader-19 default. Notation sibling-composed; not curator-confirmed."
big apple sauce,8,torque,compound,spinning paradox miraging symposium torque,spinning|paradox|symposium,"A torque carrying a body spin, a paradox hip-pivot, a miraging reverse, and a no-plant symposium.",expert_reviewed,1,"FootbagMoves promotion; structural ADD 8 (spinning+paradox+miraging+symposium+torque(4)); FM lists 9, published at 8 with FM-9 recorded as single-source divergence. Folk name canonical (parallels big-apple); technical name as alias. base_trick=torque so family=torque. Notation sibling-composed; not curator-confirmed."
margaritaville,7,blender,compound,surging paradox blender,spinning|stepping|paradox,"A blender with a surging spin-step entry and a paradox hip-pivot.",expert_reviewed,1,"FootbagMoves single-source 7-ADD promotion; surging(spinning+stepping)+paradox+blender(4)=7. base_trick=blender so family=blender via loader-19 default. Notation sibling-composed from spinning-ducking-paradox-blender; not curator-confirmed."
swirlwind,7,swirl,compound,spinning paradox symposium whirling swirl,spinning|paradox|symposium|whirling,"A whirling swirl carrying a spin, a paradox hip-pivot, and a no-plant symposium.",expert_reviewed,1,"FootbagMoves single-source 7-ADD promotion; spinning+paradox+symposium+whirling+swirl(3)=7. base_trick=swirl so family=swirl. Notation sibling-composed from whirling-swirl; not curator-confirmed."
genuphobia,7,torque,compound,fairy spyro symposium torque,fairy|symposium,"A symposium torque entered fairy-side with a spyro spin.",expert_reviewed,1,"FootbagMoves single-source 7-ADD promotion; fairy+spyro+symposium+torque(4)=7 (spyro=1-ADD body). base_trick=torque so family=torque. Notation sibling-composed; not curator-confirmed."
redwetter,6,eggbeater,compound,shooting eggbeater|red wetter,shooting,"An eggbeater launched out of a shooting set.",expert_reviewed,1,"FootbagMoves promotion; structural ADD 6 (shooting(3)+eggbeater(3)); FM lists 7, published at 6 with FM-7 recorded as single-source divergence (big-apple-sauce precedent). base_trick=eggbeater so family=eggbeater. Shooting-prefix JOB pending the Shooting-Star derivation. Not curator-confirmed."
big papa smurf,7,blender,compound,surfing ss blender,surfing,"A blender entered through a surfing set: fairy, no-plant symposium, swirling.",expert_reviewed,1,"FM single-source 7-ADD promotion; surfing(3 = fairy+symposium+swirling)+blender(4)=7. base_trick=blender so family=blender. Notation sibling-composed; not curator-confirmed."
clown face,5,eggbeater,compound,furious eggbeater,,"A furious eggbeater.",expert_reviewed,1,"FM single-source promotion at structural ADD 5 (furious(2)+eggbeater(3)); FM lists 7. Furious-cohort operator-weight divergence (platform furious=2 anchored by Fury=5; FM scores furious ~2 high). Published at structural 5 with FM-7 divergence per the furious/railing publish-at-structural policy. base_trick=eggbeater so family=eggbeater. Furious set-prefix JOB tokenization pending; not curator-confirmed."
genesis,5,whirl,compound,furious whirl|barraging whirl,,"A furious whirl.",expert_reviewed,1,"FM single-source promotion at structural ADD 5 (furious(2)+whirl(3)); FM lists 7; furious-cohort divergence; published at 5 per policy. base_trick=whirl so family=whirl. Furious set-prefix JOB pending; not curator-confirmed."
rage,5,mirage,compound,furious symposium mirage,symposium,"A furious symposium mirage.",expert_reviewed,1,"FM single-source promotion at structural ADD 5 (furious(2)+symposium(1)+mirage(2)); FM lists 7; furious-cohort divergence; published at 5 per policy. base_trick=mirage so family=mirage. Furious set-prefix JOB pending; not curator-confirmed."
nebula,5,double-leg-over,compound,furious double legover,,"A furious double leg over.",expert_reviewed,1,"FM single-source promotion at structural ADD 5 (furious(2)+double-leg-over(3)); FM lists 7; furious-cohort divergence; published at 5 per policy. base_trick=double-leg-over so family=double-leg-over. Furious set-prefix JOB pending; not curator-confirmed."
dorshanatrix,5,mirage,compound,railing symposium mirage,railing|symposium,"A railing symposium mirage.",expert_reviewed,1,"FM single-source promotion at structural ADD 5 (railing(2 = rooted+sailing)+symposium(1)+mirage(2)); FM lists 7; railing-cohort divergence (FM scores railing ~2 high); published at 5 per the furious/railing publish-at-structural policy. base_trick=mirage so family=mirage. Railing set-prefix JOB pending; not curator-confirmed."
flying fish,5,mirage,compound,railing ducking mirage,railing|ducking,"A railing ducking mirage.",expert_reviewed,1,"FM single-source promotion at structural ADD 5 (railing(2)+ducking(1)+mirage(2)); FM lists 7; railing-cohort divergence; published at 5 per policy. base_trick=mirage so family=mirage. Railing set-prefix JOB pending; not curator-confirmed."
rail warrior,6,butterfly,compound,railing ducking butterfly,railing|ducking,"A railing ducking butterfly.",expert_reviewed,1,"FM single-source promotion at structural ADD 6 (railing(2)+ducking(1)+butterfly(3)); FM lists 7; railing-cohort divergence; published at 6 per policy. base_trick=butterfly so family=butterfly. Railing set-prefix JOB pending; not curator-confirmed."
liquifier,6,blender,compound,splicing ss blender,splicing,"A blender entered through a splicing set (gyro, reving).",expert_reviewed,1,"FM single-source promotion at structural ADD 6 (splicing(2 = gyro+reving)+blender(4)); FM lists 7; +1 single-source divergence (redwetter precedent), published at 6. base_trick=blender so family=blender. Notation sibling-composed; not curator-confirmed."
floatation,6,butterfly,compound,floating butterfly,floating,"A butterfly entered through a floating set (quantum, symposium, quantum).",expert_reviewed,1,"FootbagMoves promotion at structural ADD 6 (floating(3 = quantum+symposium+quantum)+butterfly(3)); FM lists 7; +1 single-source divergence published at 6. floating = quantum symposium quantum, curator-ruled at 3 ADD. base_trick=butterfly so family=butterfly. Notation sibling-composed; not curator-confirmed."
warp,5,mirage,compound,warping mirage,warping,"A downtime mirage launched out of a warping set (two dexes, the second a symposium).",expert_reviewed,1,"FootbagMoves promotion at structural ADD 5 (warping(3 = two-dex set, 2nd dex symposium)+mirage(2)); FM lists 7; +2 single-source divergence published at 5. warping curator-ruled at 3 ADD. base_trick=mirage so family=mirage. Notation sibling-composed; not curator-confirmed."
bill ted s excellent adventure,5,eggbeater,compound,flailing ss symposium eggbeater,,"A flailing eggbeater (symposium illusioning).",expert_reviewed,1,"FM single-source promotion at structural ADD 5. flailing = symposium illusioning (+2); the explicit Symposium in the FM name is the same symposium (redundant, deduped). flailing(2)+eggbeater(3)=5. FM lists 7; operator-weight divergence, published at 5 per the publish-at-structural policy. base_trick=eggbeater so family=eggbeater. Flailing set-prefix JOB pending; not curator-confirmed."
