region,sub,atlas_coord,launch,landing,landing_grade,landing_lat,dex_side,direction,term_side,movement_family,symbolic_formula,add,grammar_status,representation,name,notes
1-DEX,cube,SELF:inside/S.OUT.S,inside,inside,1,paired,SAME,OUT,SAME,self-fiber / plain-paired cube,INSIDE > SAME OUT [DEX] > SAME INSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:inside/S.OUT.O,inside,inside,1,paired,SAME,OUT,OP,self-fiber / plain-paired cube,INSIDE > SAME OUT [DEX] > OP INSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:inside/O.IN.S,inside,inside,1,paired,OP,IN,SAME,self-fiber / plain-paired cube,INSIDE > OP IN [DEX] > SAME INSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:inside/O.IN.O,inside,inside,1,paired,OP,IN,OP,self-fiber / plain-paired cube,INSIDE > OP IN [DEX] > OP INSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:inside/O.OUT.S,inside,inside,1,paired,OP,OUT,SAME,self-fiber / plain-paired cube,INSIDE > OP OUT [DEX] > SAME INSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:inside/O.OUT.O,inside,inside,1,paired,OP,OUT,OP,self-fiber / plain-paired cube,INSIDE > OP OUT [DEX] > OP INSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:outside/S.IN.S,outside,outside,1,paired,SAME,IN,SAME,self-fiber / plain-paired cube,OUTSIDE > SAME IN [DEX] > SAME OUTSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:outside/S.IN.O,outside,outside,1,paired,SAME,IN,OP,self-fiber / plain-paired cube,OUTSIDE > SAME IN [DEX] > OP OUTSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:outside/S.OUT.S,outside,outside,1,paired,SAME,OUT,SAME,self-fiber / plain-paired cube,OUTSIDE > SAME OUT [DEX] > SAME OUTSIDE [DEL],2,valid,existing,outside_around_the_world,named vertex off the reference fiber (structural name)
1-DEX,cube,SELF:outside/S.OUT.O,outside,outside,1,paired,SAME,OUT,OP,self-fiber / plain-paired cube,OUTSIDE > SAME OUT [DEX] > OP OUTSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:outside/O.IN.S,outside,outside,1,paired,OP,IN,SAME,self-fiber / plain-paired cube,OUTSIDE > OP IN [DEX] > SAME OUTSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:outside/O.IN.O,outside,outside,1,paired,OP,IN,OP,self-fiber / plain-paired cube,OUTSIDE > OP IN [DEX] > OP OUTSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:outside/O.OUT.S,outside,outside,1,paired,OP,OUT,SAME,self-fiber / plain-paired cube,OUTSIDE > OP OUT [DEX] > SAME OUTSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:outside/O.OUT.O,outside,outside,1,paired,OP,OUT,OP,self-fiber / plain-paired cube,OUTSIDE > OP OUT [DEX] > OP OUTSIDE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:knee/S.IN.S,knee,knee,1,paired,SAME,IN,SAME,self-fiber / plain-paired cube,KNEE > SAME IN [DEX] > SAME KNEE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:knee/S.IN.O,knee,knee,1,paired,SAME,IN,OP,self-fiber / plain-paired cube,KNEE > SAME IN [DEX] > OP KNEE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:knee/S.OUT.S,knee,knee,1,paired,SAME,OUT,SAME,self-fiber / plain-paired cube,KNEE > SAME OUT [DEX] > SAME KNEE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:knee/S.OUT.O,knee,knee,1,paired,SAME,OUT,OP,self-fiber / plain-paired cube,KNEE > SAME OUT [DEX] > OP KNEE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:knee/O.IN.S,knee,knee,1,paired,OP,IN,SAME,self-fiber / plain-paired cube,KNEE > OP IN [DEX] > SAME KNEE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:knee/O.IN.O,knee,knee,1,paired,OP,IN,OP,self-fiber / plain-paired cube,KNEE > OP IN [DEX] > OP KNEE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:knee/O.OUT.S,knee,knee,1,paired,OP,OUT,SAME,self-fiber / plain-paired cube,KNEE > OP OUT [DEX] > SAME KNEE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:knee/O.OUT.O,knee,knee,1,paired,OP,OUT,OP,self-fiber / plain-paired cube,KNEE > OP OUT [DEX] > OP KNEE [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:shoulder/S.IN.S,shoulder,shoulder,1,paired,SAME,IN,SAME,self-fiber / plain-paired cube,SHOULDER > SAME IN [DEX] > SAME SHOULDER [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:shoulder/S.IN.O,shoulder,shoulder,1,paired,SAME,IN,OP,self-fiber / plain-paired cube,SHOULDER > SAME IN [DEX] > OP SHOULDER [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:shoulder/S.OUT.S,shoulder,shoulder,1,paired,SAME,OUT,SAME,self-fiber / plain-paired cube,SHOULDER > SAME OUT [DEX] > SAME SHOULDER [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:shoulder/S.OUT.O,shoulder,shoulder,1,paired,SAME,OUT,OP,self-fiber / plain-paired cube,SHOULDER > SAME OUT [DEX] > OP SHOULDER [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:shoulder/O.IN.S,shoulder,shoulder,1,paired,OP,IN,SAME,self-fiber / plain-paired cube,SHOULDER > OP IN [DEX] > SAME SHOULDER [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:shoulder/O.IN.O,shoulder,shoulder,1,paired,OP,IN,OP,self-fiber / plain-paired cube,SHOULDER > OP IN [DEX] > OP SHOULDER [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:shoulder/O.OUT.S,shoulder,shoulder,1,paired,OP,OUT,SAME,self-fiber / plain-paired cube,SHOULDER > OP OUT [DEX] > SAME SHOULDER [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
1-DEX,cube,SELF:shoulder/O.OUT.O,shoulder,shoulder,1,paired,OP,OUT,OP,self-fiber / plain-paired cube,SHOULDER > OP OUT [DEX] > OP SHOULDER [DEL],2,valid,unnamed,,"structurally valid, unlabeled coordinate"
