layer,launch_surface,dex,movement_steps,scored_events,terminal_surface,add,symbolic_formula,structural_family,classification,name,notes
1-dex,self,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],SAME outside,2,OUTSIDE > SAME OUT [DEX] > SAME OUTSIDE [DEL],self-fiber / plain-paired cube,existing,outside_around_the_world,named vertex off the toe fiber (structural name)
1-dex,self,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],OP outside,2,OUTSIDE > SAME OUT [DEX] > OP OUTSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP IN,OP IN [DEX],[DEX] + [DEL],SAME outside,2,OUTSIDE > OP IN [DEX] > SAME OUTSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP IN,OP IN [DEX],[DEX] + [DEL],OP outside,2,OUTSIDE > OP IN [DEX] > OP OUTSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP OUT,OP OUT [DEX],[DEX] + [DEL],SAME outside,2,OUTSIDE > OP OUT [DEX] > SAME OUTSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP OUT,OP OUT [DEX],[DEX] + [DEL],OP outside,2,OUTSIDE > OP OUT [DEX] > OP OUTSIDE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,SAME IN,SAME IN [DEX],[DEX] + [DEL],SAME knee,2,KNEE > SAME IN [DEX] > SAME KNEE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,SAME IN,SAME IN [DEX],[DEX] + [DEL],OP knee,2,KNEE > SAME IN [DEX] > OP KNEE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],SAME knee,2,KNEE > SAME OUT [DEX] > SAME KNEE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],OP knee,2,KNEE > SAME OUT [DEX] > OP KNEE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP IN,OP IN [DEX],[DEX] + [DEL],SAME knee,2,KNEE > OP IN [DEX] > SAME KNEE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP IN,OP IN [DEX],[DEX] + [DEL],OP knee,2,KNEE > OP IN [DEX] > OP KNEE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP OUT,OP OUT [DEX],[DEX] + [DEL],SAME knee,2,KNEE > OP OUT [DEX] > SAME KNEE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP OUT,OP OUT [DEX],[DEX] + [DEL],OP knee,2,KNEE > OP OUT [DEX] > OP KNEE [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,SAME IN,SAME IN [DEX],[DEX] + [DEL],SAME shoulder,2,SHOULDER > SAME IN [DEX] > SAME SHOULDER [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,SAME IN,SAME IN [DEX],[DEX] + [DEL],OP shoulder,2,SHOULDER > SAME IN [DEX] > OP SHOULDER [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],SAME shoulder,2,SHOULDER > SAME OUT [DEX] > SAME SHOULDER [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,SAME OUT,SAME OUT [DEX],[DEX] + [DEL],OP shoulder,2,SHOULDER > SAME OUT [DEX] > OP SHOULDER [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP IN,OP IN [DEX],[DEX] + [DEL],SAME shoulder,2,SHOULDER > OP IN [DEX] > SAME SHOULDER [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP IN,OP IN [DEX],[DEX] + [DEL],OP shoulder,2,SHOULDER > OP IN [DEX] > OP SHOULDER [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP OUT,OP OUT [DEX],[DEX] + [DEL],SAME shoulder,2,SHOULDER > OP OUT [DEX] > SAME SHOULDER [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
1-dex,self,OP OUT,OP OUT [DEX],[DEX] + [DEL],OP shoulder,2,SHOULDER > OP OUT [DEX] > OP SHOULDER [DEL],self-fiber / plain-paired cube,grammar-valid-unnamed,,"structurally valid, unlabeled coordinate"
