trick_name,source,external_formula,external_add,formula_status,blocker_type,why_observational,wave2_dependency,safe_to_publish,notes
Snowflake,passback,Drifter Rake,1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Sunilwalk,passback,Barraging near Butterfly,3,policy_dependent_formula,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),true,true,for observational listing only; not canonical promotion
Super Ego,passback,Atomic Ducking Blender,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Super Mario,passback,"Spinning far Symp. Torque, Symp. Marius",1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Superdeeduperfly,passback,"Spinning Ducking Superfly, Alpine Superduperfly",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Swirlwind,passback,"Spinning far Symp. Whirling Swirl, Whirlwind Swirl",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Swivel,passback,Symp. Twirl,1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
TATW/Triple ATW,passback,triple-dex ATW,3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Terrawhirl,passback,"Toe midtime near Whirr, Terraging near Clipper",,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Tobius,passback,"Toe Mobius, Toe Spinning near Torque",1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Torch-R-Rack,passback,"Stepping far Symp. Double Down, BS Blurriest",3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Torquescrew,passback,"Torque Dyno, (downtime) Miraging Dyno",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Toxic,passback,(downtime) Miraging far Symp. Whirl,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Triage,passback,triple-dex Mirage,3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Trifly,passback,Clipper far triple-dex Butterfly,3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Triple Switch,passback,triple-dex Legover,3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Trixie,passback,"(midtime) Toe near Triage, triple-dex ""Pixie""",3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
TSO,passback,triple-dex Legover,3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Twirl,passback,(downtime) Twisting near Osis,1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Vertigo,passback,Clipper Ducking far Drifter,1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Void,passback,Spinning far Drifter,1,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Voodoo,passback,"Clipper far (downtime) Miraging Symp. Mirage, Pdx. Merlin",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Walkover,passback,"Inside Stall>place foot on ground>step over into Clipper, or reverse direction",,observational_formula,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: inside,stall,place",false,false,for observational listing only; not canonical promotion
Warp,passback,"Warping Mirage, (uptime) Symp. Illusioning Illusioning Mirage, (uptime) Symp. Eggbeating Mirage",3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Wauxspin,passback,Butterfly Gyro Toe,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Whale Tail,passback,Gryo DLO,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
What!?,passback,"Butterfly Symp. Twisting near Toe, Butterfly Symp. Blink",2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Whirr,passback,double-dex Whirl,2,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Wrap,passback,"Inside Stall moved to Clipper Stall, or reverse direction",,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Your Mom,passback,"Atomic far Symp. Double Down, BS Fusion",3,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Your Sister,passback,Full Symp Kiwi,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
DSO,passback,Double Switchover,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Flip side,passback,flip,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
Strong side,passback,strong,,policy_dependent_formula,wave_2_dependency,Slice R flagged pending_red,true,true,for observational listing only; not canonical promotion
